0.504331	0.376972	0.335134	0.237638	0.212933	0.210354	0.209624	0.196178	0.183648	0.207237	0.175342	0.161834	0.158153	0.157285	0.148206	0.140660	0.138754	0.133281	0.128825	0.127719	0.124814	0.124198	0.118906	0.117787	0.115043	0.110441	0.110371	0.110215	0.108574	0.100408	0.095639	0.093691	0.093306	0.092519	0.089497	0.084030	0.083625	0.078215	0.077868	0.076603	0.075206	0.071272	0.070978	0.069515	0.068300	0.068222	0.063432	0.062010	0.058452	0.056180	0.053788	0.052576	0.052536	1.572921	0.051493	0.051191	0.050486	0.049959	-0.219470	0.629811	0.042609	0.041134	0.681751	0.037521	0.036372	0.034688	0.034676	0.033828	0.033261	0.031903	0.030908	0.030775	0.028826	0.026927	0.024785	0.024435	0.024058	0.023938	0.021804	0.021392	0.021170	0.020738	0.020560	0.019305	0.019046	0.018863	0.017588	0.017065	0.016985	0.014906	0.014349	0.013203	0.007340	1.297642	0.005331	0.002241	0.001910	0.001319	0.000744	0.000384	
0.883655	0.726005	0.610360	0.458651	0.389314	0.377509	0.304313	0.299353	0.294303	0.292248	0.290913	0.288909	0.227643	0.225993	0.220978	0.204383	0.194061	0.191588	0.189570	0.184213	0.174744	0.174347	0.158551	0.157942	0.156996	0.156705	0.152925	0.151630	0.146184	0.143681	0.136545	0.134608	0.133650	0.122773	0.118012	0.114393	0.114240	0.113437	0.113368	0.112703	0.107453	0.107173	0.105893	0.102622	0.102609	0.101445	0.100399	0.097606	0.093812	0.092293	0.092204	0.092194	0.090819	0.089022	0.088221	0.087672	0.079298	0.077302	0.069477	0.068531	0.065042	0.060856	0.060718	0.058799	0.056021	0.054288	0.053545	0.049620	0.048850	0.047183	0.749397	0.039958	0.037277	0.036082	0.035950	0.034129	0.032413	0.031782	0.029062	0.027481	0.023878	0.023653	0.022534	0.021944	0.021728	0.021343	0.566350	0.015586	0.015391	0.015373	0.012648	0.010687	0.008327	0.008044	0.007375	0.005738	0.005408	0.002955	0.002422	0.001564	
0.690379	0.519405	0.459600	0.429140	0.412396	0.405929	0.378912	0.325239	0.308895	0.304804	0.300441	0.297833	0.288284	0.279215	0.269571	0.241464	0.227558	0.223987	0.223845	0.212048	0.208998	0.205385	0.197588	0.195416	0.186308	0.185882	0.176796	0.173170	0.168714	0.166561	0.164093	0.163308	0.159677	0.157284	0.155468	0.154956	0.146703	0.143482	0.142725	0.141525	0.138023	0.137592	0.133326	0.130480	0.129486	0.128636	0.126275	0.125802	-0.326463	0.121962	0.121096	0.114924	0.110332	0.106542	0.100072	0.095136	0.094889	0.089826	0.089525	0.089432	0.088624	0.081851	0.081331	-0.581616	0.068448	0.067603	0.066839	0.066189	0.065483	0.064669	0.062001	0.045875	0.045677	0.045289	0.044929	0.043322	0.041055	0.038491	0.035958	0.034007	0.113116	0.030766	0.027381	0.026585	0.021959	0.020055	0.017896	0.017691	0.016389	0.015706	0.013836	0.013676	0.010795	0.008240	0.006882	0.004229	0.003232	0.002155	0.000972	0.000149	
0.941977	0.792120	0.737464	0.687343	0.674976	0.637229	0.566314	0.560858	0.555143	0.552706	0.519343	0.488982	0.483479	0.476268	0.472392	0.449596	1.144386	0.429657	0.406176	0.388743	0.375083	0.371927	0.365828	0.616844	0.328379	0.308569	0.305443	0.301565	0.297603	0.292129	0.285568	0.284843	0.278054	0.267736	0.254733	0.252239	0.241133	-1.634611	0.232762	0.230079	0.228066	0.216827	0.215048	0.213037	0.204795	0.201914	0.196496	0.194992	0.189057	0.165153	0.155542	0.152698	0.152528	0.151353	0.143666	0.139552	0.136814	0.134920	0.134637	0.128716	0.124657	0.118136	0.117795	0.117491	0.116588	0.108776	0.108693	0.101606	0.099113	0.089779	0.089595	0.088099	0.081323	0.078103	0.066688	0.063339	0.062987	0.061384	0.060525	0.057005	0.053873	0.048160	0.043976	0.043157	0.042563	0.038913	0.036789	0.034620	0.033795	0.033541	0.027826	0.027348	0.027107	0.025032	1.141966	0.018854	0.007553	0.006084	0.004293	0.003300	
1.330569	1.083414	0.984004	0.969162	0.959628	0.863087	0.862371	0.824039	0.738468	0.694856	0.681835	0.679622	0.641434	0.630085	0.612140	0.590498	0.580302	-0.946353	0.531496	0.528412	0.525548	0.519905	0.504526	0.502428	0.498437	0.489654	0.482781	0.464944	-0.332048	0.438375	0.428223	0.417784	0.403426	0.400856	0.391443	0.390896	0.389517	0.385672	0.311913	-0.669888	0.300840	0.298430	0.290954	0.290119	0.325403	0.287848	0.282334	0.262534	0.250868	0.247302	0.241926	0.236071	0.231641	0.230959	0.230312	0.177735	0.175912	0.175828	0.173968	0.150505	0.149875	0.148408	0.146564	0.143377	0.133518	0.133210	0.131024	0.126672	0.126163	0.117673	-3.130765	0.107226	0.101365	0.100717	0.090545	0.089501	0.049644	0.083468	0.071645	0.065708	0.063771	0.062674	0.061186	0.052501	0.051862	0.046280	0.044619	0.044004	0.043538	0.040124	0.032423	0.025395	0.022686	0.020236	0.017485	0.013308	0.875885	0.007226	0.002764	0.000627	
2.809149	1.461862	1.317568	1.235651	0.932849	0.911340	0.895852	0.888928	0.862232	0.831926	0.794664	0.745004	0.743551	0.734378	0.697675	0.697484	0.690622	0.688408	0.677966	0.650106	0.624961	0.608840	0.602961	0.579450	0.541513	0.506191	0.493042	0.483346	0.473080	0.469248	0.451030	0.448378	0.440334	0.431757	0.420478	0.408305	0.394663	0.335579	0.334064	0.316348	0.302883	0.301174	0.298844	0.298545	0.297249	0.296838	-0.002027	0.264072	0.258207	0.256755	0.221231	0.216988	0.213788	0.191061	0.179650	0.175946	0.173651	0.173481	0.208838	0.147932	0.135315	0.135159	0.133726	0.132607	-0.793673	-0.652383	0.129864	0.128797	0.123950	0.120161	0.117692	0.114404	0.112643	0.110065	0.109940	0.102214	0.099618	0.410505	0.088695	1.442446	0.082244	0.078794	0.067191	1.979178	0.056237	0.055005	0.048522	0.043229	0.039189	0.036390	0.026942	0.026301	0.022428	0.019569	0.008786	-0.824452	0.004298	0.003722	0.003613	0.000521	
2.011168	1.807773	1.593451	1.469753	1.443686	1.233723	1.018074	1.009811	0.987887	0.839352	0.832716	0.826226	0.777662	0.775989	0.740916	0.739192	0.727826	0.681107	0.676329	0.646838	0.642628	0.613447	0.608801	0.602525	0.597555	-0.127272	0.545570	0.539554	0.511910	0.489143	0.484712	0.480421	0.476252	0.468478	0.460264	0.434174	0.423910	0.410558	0.410234	0.399238	0.393807	0.386860	0.379599	0.370183	0.360795	0.360757	0.351239	0.346910	0.344004	0.320949	0.319289	0.316442	0.288717	0.271765	0.247905	0.226987	0.215233	0.207007	0.203134	0.198226	0.192800	0.188425	0.180322	0.169838	0.164922	0.160380	0.158789	0.157128	0.146474	0.144537	0.139267	0.134896	0.134562	0.124890	0.115698	0.114837	0.113274	0.112699	0.110986	0.108049	0.104596	0.098939	0.094937	0.084841	0.074726	0.061474	0.060059	0.058498	0.049533	0.048915	1.552115	0.037070	0.025490	0.020705	0.019999	0.017944	0.014917	0.012525	0.012075	0.004285	
1.753187	1.715788	1.467967	0.231511	1.284547	1.172133	1.146442	1.096211	1.077781	1.076013	1.009632	0.910789	0.887799	0.805828	0.796579	0.789894	0.763861	0.755988	0.748113	0.699585	0.652445	0.585703	0.538215	0.509912	0.461999	0.453246	0.450168	0.441504	0.426182	0.419054	0.401586	0.391028	0.379803	0.364216	0.352711	0.344733	0.338889	0.330855	0.329853	0.327820	0.327297	0.318466	0.317564	0.300319	0.291935	0.279799	0.273791	0.267531	0.266758	0.246587	0.238711	0.229851	0.227556	-0.623761	0.217370	0.216450	1.104790	0.205482	0.203639	0.199215	0.195688	0.193535	0.183549	0.180035	0.175979	0.171723	0.166854	0.155424	0.147021	0.136618	0.122777	0.121302	0.117608	0.108751	0.107602	0.099904	0.095948	0.086371	0.084828	-1.446037	0.081135	0.081056	0.079275	0.075489	0.074244	0.073715	0.066128	0.060147	0.052709	0.047292	0.038664	0.026988	0.024692	0.019115	0.017175	0.016918	0.013474	0.009416	0.008294	0.004623	
2.353753	1.248913	0.886897	0.863334	0.847554	0.678553	0.799502	0.781793	0.779296	0.768870	0.757091	0.745755	0.733673	0.709588	0.691263	0.590891	0.570871	0.567561	0.530853	0.526896	0.521498	0.517927	0.516716	0.509925	0.500792	0.495584	0.457946	0.438883	0.415430	0.411493	0.411047	0.400006	0.388695	0.374101	0.366454	0.345139	0.341315	0.334824	0.332698	0.329907	0.316576	0.302869	0.277457	0.275308	0.258251	0.245321	0.225187	0.217959	0.217659	0.217545	0.216620	-1.080419	0.207562	0.202343	0.201691	0.196660	0.194753	0.194213	0.193670	0.191082	0.187055	0.185390	0.184451	0.181301	0.178359	0.166757	0.158919	0.157423	0.146386	0.140645	0.137840	0.133973	0.131385	0.902030	0.127056	0.112483	0.107908	0.103079	0.099902	0.096454	0.092459	0.089084	0.087424	0.077230	0.067624	0.067498	0.061428	0.051966	0.049047	0.046951	0.040016	-0.173924	0.036783	0.035155	0.022347	0.010026	0.009609	0.009379	0.007197	0.006555	
2.632632	2.419463	2.522944	2.175881	2.169550	2.136855	2.018655	1.646882	1.542505	1.462181	1.335261	1.314259	1.304239	1.237352	1.123384	1.123312	1.028811	1.016861	0.890106	0.889144	1.686650	0.846890	0.803648	0.793198	0.789009	0.780093	0.769249	0.765861	0.753077	0.748971	0.744843	0.729493	0.698739	0.681045	0.680060	0.633779	0.625738	0.621135	0.608346	0.602556	0.602455	0.594667	-1.936564	0.582460	0.578017	0.505720	0.500652	0.471168	0.468993	0.464468	0.457946	0.439836	0.429315	0.428098	0.427812	0.417668	0.406574	0.403746	0.914213	0.395082	0.391264	0.366127	1.412386	0.344130	0.342881	0.338873	-0.344587	0.309406	0.308639	0.297273	0.276585	0.259321	0.254353	0.244752	0.236608	0.230239	0.229193	0.205062	0.179320	0.167808	0.160668	0.160372	0.151218	0.141477	0.105304	0.089446	0.083525	0.071303	0.068164	0.055202	0.034884	0.033266	0.024714	0.022756	0.021142	0.020294	0.012880	0.012592	0.009597	0.005990	
